"Name","Ticker","Morningstar Category","US Category Group","Firm Name","Inception 
Date","Manager Name","Clean Share - Service Fee Arrangement","Annual Report 
Net Expense 
Ratio 
Year2017","Annual Report 
Net Expense 
Ratio 
Year2018","Annual Report 
Net Expense 
Ratio 
Year2019","Annual Report 
Net Expense 
Ratio","Net Assets 
Date","Net Assets 
- Share Class 
USD","Fund Size 
Date","Fund Size 
USD","Oldest 
Share Class","Management 
Fee","Prospectus 
Net Expense 
Ratio","Share Class Type","Index 
Fund","Alpha 
1 Yr (Mo-End) 
USD","Alpha 
3 Yr (Mo-End) 
USD","Alpha 
5 Yr (Mo-End) 
USD","Est Share Class 
Net Flow 
1 Yr (Mo-End) 
USD","Est Share Class 
Net Flow 
3 Yr (Mo-End) 
USD","Est Share Class 
Net Flow 
5 Yr (Mo-End) 
USD","Est Fund-Level 
Net Flow 
1 Yr (Mo-End) 
USD","Est Fund-Level 
Net Flow 
3 Yr (Mo-End) 
USD","Est Fund-Level 
Net Flow 
5 Yr (Mo-End) 
USD","Socially 
Conscious","Annual Report 
Expense Waiver 
Year2017","Annual Report 
Expense Waiver 
Year2018","Annual Report 
Expense Waiver 
Year2019","Annual Report 
Expense Waiver","Annual Report Expense Waiver Amount 
Year2017 
USD","Annual Report Expense Waiver Amount 
Year2018 
USD","Annual Report Expense Waiver Amount 
Year2019 
USD","Annual Report Expense Waiver Amount 
USD","Prospectus Expense Waiver","Prospectus Expense Waiver 
Expiration Date","Prospectus Expense Waiver Type","Management Fee 
1st Breakpoint","Management Fee 
2nd Breakpoint","Management Fee 
3rd Breakpoint","Management Fee 
4th Breakpoint","Management Fee 
5th Breakpoint","Management Fee 
6th Breakpoint","Management Fee 
7th Breakpoint","Management Fee 
8th Breakpoint","Management Fee 
9th Breakpoint","Management Fee 
Breakpoint Unit","Net Assets - share class (Monthly) 
2017-01 
USD","Net Assets - share class (Monthly) 
2017-02 
USD","Net Assets - share class (Monthly) 
2017-03 
USD","Net Assets - share class (Monthly) 
2017-04 
USD","Net Assets - share class (Monthly) 
2017-05 
USD","Net Assets - share class (Monthly) 
2017-06 
USD","Net Assets - share class (Monthly) 
2017-07 
USD","Net Assets - share class (Monthly) 
2017-08 
USD","Net Assets - share class (Monthly) 
2017-09 
USD","Net Assets - share class (Monthly) 
2017-10 
USD","Net Assets - share class (Monthly) 
2017-11 
USD","Net Assets - share class (Monthly) 
2017-12 
USD","Net Assets - share class (Monthly) 
2018-01 
USD","Net Assets - share class (Monthly) 
2018-02 
USD","Net Assets - share class (Monthly) 
2018-03 
USD","Net Assets - share class (Monthly) 
2018-04 
USD","Net Assets - share class (Monthly) 
2018-05 
USD","Net Assets - share class (Monthly) 
2018-06 
USD","Net Assets - share class (Monthly) 
2018-07 
USD","Net Assets - share class (Monthly) 
2018-08 
USD","Net Assets - share class (Monthly) 
2018-09 
USD","Net Assets - share class (Monthly) 
2018-10 
USD","Net Assets - share class (Monthly) 
2018-11 
USD","Net Assets - share class (Monthly) 
2018-12 
USD","Net Assets - share class (Monthly) 
2019-01 
USD","Net Assets - share class (Monthly) 
2019-02 
USD","Net Assets - share class (Monthly) 
2019-03 
USD","Net Assets - share class (Monthly) 
2019-04 
USD","Net Assets - share class (Monthly) 
2019-05 
USD","Net Assets - share class (Monthly) 
2019-06 
USD","Net Assets - share class (Monthly) 
2019-07 
USD","Net Assets - share class (Monthly) 
2019-08 
USD","Net Assets - share class (Monthly) 
2019-09 
USD","Net Assets - share class (Monthly) 
2019-10 
USD","Net Assets - share class (Monthly) 
2019-11 
USD","Net Assets - share class (Monthly) 
2019-12 
USD"
"Wells Fargo Large Cap Growth R4","SLGRX","US Fund Large Growth","U.S. Equity","Wells Fargo Funds","2012-11-30","Thomas C. Ognar;Joseph M. Eberhardy;Robert Gruendyke;","Semi-bundled","0.80","0.80","0.80","0.80","2020-06-11","16,180.00","2020-06-11","972,953,859.00","No","0.69","0.80","Retirement","No","6.25","6.12","2.58","-991,723.78","-3,426,706.38","-8,279,773.52","-152,516,099.11","-640,769,925.32","-1,288,212,399.58","No","0.10","0.10","0.11","0.11","6,290","1,214","1,605","1,605","0.10","2020-11-30","Contractual","500,000,000.00","1,000,000,000.00","2,000,000,000.00","4,000,000,000.00","5,000,000,000.00","8,000,000,000.00","10,000,000,000.00","12,000,000,000.00","16,000,000,000.00","Monetary/Dollars","8,857,865.00","9,369,004.00","10,020,314.00","2,978,701.00","3,081,626.00","308,076.00","336,768.00","347,512.00","360,756.00","385,160.00","476,727.00","473,845.00","533,183.00","1,867,611.00","1,943,659.00","1,961,593.00","2,012,601.00","2,042,652.00","2,121,278.00","2,174,090.00","2,219,943.00","2,018,935.00","2,070,011.00","1,872,100.00","2,094,119.00","783,024.00","845,783.00","910,705.00","852,602.00","889,652.00","895,710.00","879,552.00","892,978.00","908,285.00","957,404.00","982,360.00"
"Wells Fargo Large Cap Growth R6","STFFX","US Fund Large Growth","U.S. Equity","Wells Fargo Funds","2012-11-30","Thomas C. Ognar;Joseph M. Eberhardy;Robert Gruendyke;","Unbundled","0.65","0.65","0.65","0.65","2020-06-11","293,721,894.00","2020-06-11","972,953,859.00","No","0.69","0.65","Retirement","No","6.59","6.32","2.76","-65,221,520.73","-163,820,786.16","95,692,434.87","-152,516,099.11","-640,769,925.32","-1,288,212,399.58","No","0.10","0.10","0.11","0.11","279,149","353,005","342,256","342,256","0.10","2020-11-30","Contractual","500,000,000.00","1,000,000,000.00","2,000,000,000.00","4,000,000,000.00","5,000,000,000.00","8,000,000,000.00","10,000,000,000.00","12,000,000,000.00","16,000,000,000.00","Monetary/Dollars","274,971,676.00","279,452,249.00","305,187,029.00","307,264,023.00","311,768,838.00","305,231,272.00","307,149,953.00","314,075,148.00","316,451,206.00","324,296,914.00","324,949,251.00","328,269,131.00","356,628,983.00","366,431,144.00","364,324,276.00","368,509,706.00","388,295,253.00","311,918,164.00","327,997,415.00","341,849,632.00","344,060,570.00","298,028,934.00","303,429,624.00","272,104,416.00","296,392,484.00","312,381,523.00","316,291,024.00","329,481,530.00","308,878,418.00","326,031,353.00","327,351,158.00","316,354,572.00","315,476,928.00","315,562,452.00","325,590,324.00","309,998,936.00"
"Wells Fargo Large Company Value","","US Fund Large Value","U.S. Equity","Wells Fargo Funds","1997-06-02","Dennis M. Bein;Harindra de Silva;Ryan Brown;","Unbundled","","0.42","0.39","0.39","","","","","Yes","0.35","0.35","Other","No","","","","","","","","","","No","","0.07","0.00","0.00","","45,799","4,676","4,676","","","","1,000,000,000.00","5,000,000,000.00","","","","","","","","Monetary/Dollars","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Wells Fargo Large Company Value A","WLCAX","US Fund Large Value","U.S. Equity","Wells Fargo Funds","2008-03-31","Dennis M. Bein;Harindra de Silva;Ryan Brown;","Bundled","0.96","0.83","0.83","0.83","2020-06-11","164,763,520.00","2020-06-11","178,872,110.00","No","0.40","0.83","A","No","-12.28","-7.16","-6.27","-18,494,967.08","-60,184,819.88","-116,437,444.17","-23,814,167.53","-84,686,428.87","-148,142,857.43","No","0.12","0.11","0.14","0.14","268,201","251,229","269,162","269,162","0.14","2020-11-30","Contractual","1,000,000,000.00","5,000,000,000.00","10,000,000,000.00","","","","","","","Monetary/Dollars","220,923,534.00","227,362,459.00","222,143,919.00","219,726,173.00","217,364,683.00","219,658,132.00","221,210,798.00","217,983,484.00","220,981,213.00","222,821,500.00","227,204,159.00","224,396,129.00","231,417,437.00","216,915,139.00","212,147,228.00","210,649,360.00","212,059,119.00","209,607,286.00","214,285,954.00","215,762,133.00","214,409,859.00","198,281,769.00","203,700,486.00","180,837,301.00","193,020,563.00","197,268,519.00","195,605,234.00","200,755,051.00","187,949,755.00","197,304,215.00","196,163,373.00","188,391,916.00","190,204,386.00","192,368,390.00","197,375,323.00","200,905,162.00"
"Wells Fargo Large Company Value Admin","WWIDX","US Fund Large Value","U.S. Equity","Wells Fargo Funds","2001-12-31","Dennis M. Bein;Harindra de Silva;Ryan Brown;","Semi-bundled","0.87","0.75","0.75","0.75","2020-06-11","11,205,043.00","2020-06-11","178,872,110.00","Yes","0.40","0.75","Other","No","-12.24","-7.09","-6.17","-3,459,391.09","-9,720,534.10","-22,919,690.42","-23,814,167.53","-84,686,428.87","-148,142,857.43","No","0.12","0.11","0.14","0.14","26,099","19,956","21,027","21,027","0.14","2020-11-30","Contractual","1,000,000,000.00","5,000,000,000.00","10,000,000,000.00","","","","","","","Monetary/Dollars","20,803,975.00","20,879,680.00","20,710,114.00","20,544,219.00","19,929,618.00","20,066,360.00","18,363,682.00","18,004,458.00","17,936,685.00","17,986,798.00","18,110,087.00","18,044,462.00","18,315,894.00","17,080,530.00","16,452,704.00","16,350,345.00","16,450,423.00","16,406,049.00","16,748,706.00","16,948,024.00","16,982,542.00","15,796,310.00","16,319,433.00","14,401,245.00","15,212,519.00","15,458,656.00","15,442,435.00","15,869,127.00","14,767,535.00","14,828,952.00","13,857,481.00","13,421,056.00","13,647,401.00","13,892,024.00","14,292,799.00","13,790,643.00"
"Wells Fargo Large Company Value C","WFLVX","US Fund Large Value","U.S. Equity","Wells Fargo Funds","2008-03-31","Dennis M. Bein;Harindra de Silva;Ryan Brown;","Bundled","1.72","1.58","1.58","1.58","2020-06-11","552,846.00","2020-06-11","178,872,110.00","No","0.40","1.58","C","No","-13.05","-7.91","-7.02","-474,988.12","-2,993,767.19","-4,381,730.31","-23,814,167.53","-84,686,428.87","-148,142,857.43","No","0.12","0.11","0.14","0.14","4,314","3,689","2,564","2,564","0.14","2020-11-30","Contractual","1,000,000,000.00","5,000,000,000.00","10,000,000,000.00","","","","","","","Monetary/Dollars","3,562,010.00","3,661,969.00","3,597,349.00","3,530,147.00","3,368,573.00","3,379,475.00","3,374,088.00","3,253,160.00","3,343,637.00","3,387,371.00","3,440,062.00","3,360,108.00","3,493,740.00","3,237,229.00","3,135,857.00","2,956,532.00","2,954,732.00","2,849,665.00","2,925,752.00","2,907,586.00","2,798,676.00","2,563,200.00","2,654,576.00","2,329,725.00","2,525,748.00","1,207,525.00","1,075,487.00","1,108,742.00","1,039,638.00","1,075,133.00","966,008.00","924,708.00","845,607.00","787,228.00","798,024.00","760,065.00"
"Wells Fargo Large Company Value Inst","WLCIX","US Fund Large Value","U.S. Equity","Wells Fargo Funds","2008-03-31","Dennis M. Bein;Harindra de Silva;Ryan Brown;","Semi-bundled","0.61","0.50","0.50","0.50","2020-06-11","2,210,330.00","2020-06-11","178,872,110.00","No","0.40","0.50","Inst","No","-11.92","-6.80","-5.88","-1,514,351.40","-11,909,155.62","-978,931.77","-23,814,167.53","-84,686,428.87","-148,142,857.43","No","0.12","0.11","0.14","0.14","14,343","19,697","12,826","12,826","0.14","2020-11-30","Contractual","1,000,000,000.00","5,000,000,000.00","10,000,000,000.00","","","","","","","Monetary/Dollars","10,954,865.00","11,420,514.00","12,039,023.00","13,649,080.00","13,902,745.00","14,133,676.00","16,323,085.00","16,288,235.00","16,694,461.00","16,899,605.00","17,412,568.00","17,570,938.00","18,335,198.00","17,313,506.00","16,866,691.00","16,972,031.00","17,186,479.00","17,284,789.00","17,606,269.00","17,864,451.00","17,598,188.00","16,411,624.00","16,584,934.00","5,266,555.00","5,235,446.00","5,065,411.00","5,145,800.00","4,789,520.00","3,738,607.00","3,444,640.00","2,947,752.00","2,711,816.00","2,835,181.00","2,809,660.00","2,848,167.00","2,927,006.00"
"Wells Fargo Large Company Value R6","WTLVX","US Fund Large Value","U.S. Equity","Wells Fargo Funds","2017-04-07","Dennis M. Bein;Harindra de Silva;Ryan Brown;","Unbundled","0.40","0.40","0.40","0.40","2020-06-11","140,371.00","2020-06-11","178,872,110.00","No","0.40","0.40","Other","No","-11.91","-6.76","-5.96","129,530.16","121,847.93","","-23,814,167.53","-84,686,428.87","-148,142,857.43","No","0.12","0.12","0.14","0.14","10","29","28","28","0.14","2020-11-30","Contractual","1,000,000,000.00","5,000,000,000.00","10,000,000,000.00","","","","","","","Monetary/Dollars","","","","24,962.00","24,993.00","25,420.00","25,811.00","25,706.00","31,237.00","31,751.00","32,679.00","22,291.00","23,239.00","21,924.00","21,507.00","21,579.00","21,886.00","21,877.00","22,592.00","22,949.00","22,885.00","21,363.00","22,094.00","17,810.00","19,125.00","19,559.00","19,514.00","20,202.00","19,072.00","20,138.00","20,199.00","19,593.00","19,838.00","20,204.00","20,913.00","21,245.00"
"Wells Fargo Low Volatility US Eq A","WLVLX","US Fund Large Blend","U.S. Equity","Wells Fargo Funds","2016-10-31","Dennis M. Bein;Harindra de Silva;Ryan Brown;","Bundled","0.82","0.83","0.76","0.76","2020-06-11","1,560,835.00","2020-06-11","51,410,550.00","No","0.40","0.73","A","No","-6.98","-2.99","","269,236.21","327,569.30","","15,646,470.28","13,101,296.49","","No","0.81","0.71","0.73","0.73","4,999","8,807","9,722","9,722","0.77","2020-11-30","Contractual","1,000,000,000.00","5,000,000,000.00","10,000,000,000.00","","","","","","","Monetary/Dollars","547,902.00","720,341.00","1,110,051.00","1,155,939.00","1,175,990.00","1,184,918.00","1,095,651.00","1,127,247.00","1,200,855.00","1,227,664.00","1,267,634.00","1,308,258.00","1,355,056.00","1,109,666.00","1,228,237.00","1,239,189.00","1,185,632.00","1,287,872.00","1,312,244.00","1,297,637.00","1,299,571.00","1,274,955.00","1,346,823.00","1,188,770.00","1,263,811.00","1,306,276.00","1,323,615.00","1,392,324.00","1,358,436.00","1,421,558.00","1,538,914.00","1,605,833.00","1,605,237.00","1,648,604.00","1,708,727.00","1,820,127.00"
"Wells Fargo Low Volatility US Eq Adm","WLVDX","US Fund Large Blend","U.S. Equity","Wells Fargo Funds","2016-10-31","Dennis M. Bein;Harindra de Silva;Ryan Brown;","Semi-bundled","0.75","0.75","0.68","0.68","2020-06-11","109,341.00","2020-06-11","51,410,550.00","No","0.40","0.65","Other","No","-6.95","-2.93","","-5,058.23","-15,595.07","","15,646,470.28","13,101,296.49","","No","0.81","0.72","0.73","0.73","659","813","831","831","0.77","2020-11-30","Contractual","1,000,000,000.00","5,000,000,000.00","10,000,000,000.00","","","","","","","Monetary/Dollars","105,760.00","110,124.00","110,177.00","110,652.00","112,865.00","111,744.00","112,616.00","112,104.00","112,948.00","114,065.00","117,786.00","114,387.00","116,707.00","111,342.00","112,157.00","112,210.00","112,492.00","113,899.00","116,024.00","117,871.00","118,007.00","114,379.00","117,286.00","100,332.00","105,754.00","109,748.00","112,452.00","116,413.00","113,474.00","118,722.00","121,339.00","122,982.00","122,837.00","123,024.00","125,342.00","121,738.00"
"Wells Fargo Low Volatility US Eq C","WLVKX","US Fund Large Blend","U.S. Equity","Wells Fargo Funds","2016-10-31","Dennis M. Bein;Harindra de Silva;Ryan Brown;","Bundled","1.58","1.58","1.51","1.51","2020-06-11","365,803.00","2020-06-11","51,410,550.00","No","0.40","1.48","C","No","-7.76","-3.75","","59,543.42","245,958.55","","15,646,470.28","13,101,296.49","","No","0.81","0.72","0.73","0.73","657","1,015","1,745","1,745","0.77","2020-11-30","Contractual","1,000,000,000.00","5,000,000,000.00","10,000,000,000.00","","","","","","","Monetary/Dollars","105,539.00","109,824.00","109,795.00","110,198.00","112,323.00","111,127.00","111,920.00","126,118.00","127,481.00","114,130.00","118,284.00","116,236.00","119,007.00","113,954.00","180,496.00","180,964.00","181,290.00","183,429.00","186,724.00","189,550.00","199,742.00","195,834.00","200,664.00","210,546.00","221,773.00","237,170.00","242,843.00","251,226.00","318,340.00","332,852.00","304,514.00","324,356.00","323,470.00","373,018.00","394,154.00","394,922.00"
"Wells Fargo Low Volatility US Eq Instl","WLVOX","US Fund Large Blend","U.S. Equity","Wells Fargo Funds","2016-10-31","Dennis M. Bein;Harindra de Silva;Ryan Brown;","Semi-bundled","0.50","0.50","0.43","0.43","2020-06-11","48,278,313.00","2020-06-11","51,410,550.00","No","0.40","0.40","Inst","No","-6.74","-2.68","","15,376,738.21","12,823,642.14","","15,646,470.28","13,101,296.49","","No","0.81","0.71","0.73","0.73","176,751","254,595","250,779","250,779","0.77","2020-11-30","Contractual","1,000,000,000.00","5,000,000,000.00","10,000,000,000.00","","","","","","","Monetary/Dollars","25,574,314.00","26,986,867.00","31,882,087.00","32,142,369.00","32,962,561.00","32,725,632.00","33,169,283.00","34,945,013.00","35,857,867.00","36,280,474.00","37,543,616.00","36,775,014.00","37,221,824.00","35,745,706.00","34,680,792.00","34,483,005.00","34,556,637.00","34,977,963.00","35,593,843.00","35,667,557.00","35,763,852.00","34,486,217.00","34,958,894.00","30,291,827.00","32,141,833.00","33,283,216.00","33,981,638.00","35,155,892.00","34,079,978.00","35,734,753.00","36,520,078.00","36,911,889.00","38,884,698.00","39,547,994.00","55,517,034.00","54,152,920.00"
"Wells Fargo Low Volatility US Eq R6","WLVJX","US Fund Large Blend","U.S. Equity","Wells Fargo Funds","2016-10-31","Dennis M. Bein;Harindra de Silva;Ryan Brown;","Unbundled","0.40","0.40","0.33","0.33","2020-06-11","1,096,258.00","2020-06-11","51,410,550.00","Yes","0.40","0.30","Retirement","No","-6.67","-2.62","","-53,989.33","-166,124.72","","15,646,470.28","13,101,296.49","","No","0.81","0.71","0.73","0.73","6,597","8,146","8,329","8,329","0.77","2020-11-30","Contractual","1,000,000,000.00","5,000,000,000.00","10,000,000,000.00","","","","","","","Monetary/Dollars","1,058,533.00","1,102,504.00","1,103,385.00","1,108,440.00","1,130,948.00","1,120,059.00","1,129,111.00","1,124,311.00","1,133,119.00","1,144,646.00","1,182,330.00","1,144,790.00","1,168,352.00","1,114,939.00","1,123,444.00","1,124,290.00","1,127,444.00","1,141,891.00","1,163,533.00","1,182,442.00","1,184,108.00","1,148,050.00","1,177,584.00","1,004,115.00","1,058,678.00","1,098,950.00","1,126,362.00","1,166,374.00","1,137,283.00","1,190,204.00","1,216,794.00","1,233,661.00","1,232,543.00","1,234,780.00","1,258,417.00","1,218,665.00"
"Wells Fargo Managed Fixed Income","","US Fund Intermediate Core Bond","Taxable Bond","Wells Fargo Funds","1997-06-02","Andrea Johnson;Brandon Kanz;","Unbundled","","0.39","0.39","0.39","","","","","Yes","0.37","0.37","Other","No","","","","","","","","","","No","","0.10","0.02","0.02","","111,795","134,329","134,329","","","","500,000,000.00","1,000,000,000.00","3,000,000,000.00","5,000,000,000.00","10,000,000,000.00","","","","","Monetary/Dollars","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Wells Fargo Minnesota Tax-Free Instl","WMTIX","US Fund Muni Minnesota","Municipal Bond","Wells Fargo Funds","2016-11-01","Wendy Casetta;Bruce R. Johns;","Semi-bundled","0.51","0.52","0.52","0.52","2020-06-11","70,033,546.00","2020-06-11","172,534,007.00","No","0.40","0.52","Inst","No","-0.53","-0.32","-0.24","34,412,246.25","45,128,168.67","","5,754,492.86","-12,357,908.49","-7,168,907.10","No","0.18","0.11","0.20","0.20","12,705","28,579","62,096","62,096","0.09","2020-10-31","Contractual","500,000,000.00","1,000,000,000.00","3,000,000,000.00","5,000,000,000.00","10,000,000,000.00","","","","","Monetary/Dollars","4,449,422.00","7,236,069.00","14,959,380.00","14,819,679.00","23,058,331.00","22,753,393.00","26,198,906.00","25,926,769.00","26,285,214.00","26,148,940.00","26,219,849.00","26,840,706.00","26,198,700.00","27,611,744.00","26,016,240.00","26,149,732.00","25,743,497.00","29,558,972.00","29,488,873.00","29,697,794.00","30,199,998.00","29,328,569.00","31,026,740.00","31,790,748.00","31,083,076.00","31,786,871.00","32,278,219.00","34,095,141.00","34,947,862.00","35,596,078.00","36,206,539.00","39,716,306.00","41,955,639.00","42,178,459.00","69,514,629.00","71,336,853.00"
"Wells Fargo Minnesota Tx-Fr A","NMTFX","US Fund Muni Minnesota","Municipal Bond","Wells Fargo Funds","1988-01-12","Wendy Casetta;Bruce R. Johns;","Bundled","0.85","0.84","0.85","0.85","2020-06-11","29,206,503.00","2020-06-11","172,534,007.00","Yes","0.40","0.85","A","No","-0.82","-0.66","-0.49","1,038,278.70","-7,110,890.66","-18,859,196.20","5,754,492.86","-12,357,908.49","-7,168,907.10","No","0.18","0.11","0.20","0.20","74,036","35,412","54,840","54,840","0.09","2020-10-31","Contractual","500,000,000.00","1,000,000,000.00","3,000,000,000.00","5,000,000,000.00","10,000,000,000.00","","","","","Monetary/Dollars","41,935,428.00","41,743,256.00","34,841,479.00","35,148,685.00","34,786,308.00","34,670,793.00","34,628,908.00","34,753,177.00","34,342,759.00","33,793,128.00","33,434,363.00","33,924,545.00","32,868,667.00","30,285,810.00","30,065,328.00","29,825,221.00","29,776,075.00","29,499,378.00","29,666,001.00","29,232,445.00","28,639,714.00","27,880,674.00","27,149,222.00","26,022,215.00","25,460,505.00","27,052,022.00","27,488,296.00","27,643,846.00","27,473,923.00","27,362,582.00","27,552,065.00","29,446,910.00","29,088,573.00","29,074,210.00","29,281,118.00","28,661,070.00"
"Wells Fargo Minnesota Tx-Fr Adm","NWMIX","US Fund Muni Minnesota","Municipal Bond","Wells Fargo Funds","1993-08-02","Wendy Casetta;Bruce R. Johns;","Semi-bundled","0.60","0.60","0.60","0.60","2020-06-11","69,228,536.00","2020-06-11","172,534,007.00","No","0.40","0.60","Other","No","-0.62","-0.42","-0.26","-28,377,975.73","-44,768,725.79","-50,103,220.61","5,754,492.86","-12,357,908.49","-7,168,907.10","No","0.18","0.11","0.20","0.20","212,218","105,695","172,839","172,839","0.28","2020-10-31","Contractual","500,000,000.00","1,000,000,000.00","3,000,000,000.00","5,000,000,000.00","10,000,000,000.00","","","","","Monetary/Dollars","110,213,645.00","113,750,441.00","114,405,991.00","114,782,684.00","108,366,974.00","105,016,342.00","98,100,619.00","98,586,794.00","98,470,711.00","98,725,874.00","97,777,485.00","98,257,440.00","96,461,631.00","97,324,962.00","98,735,310.00","97,327,251.00","90,520,856.00","85,257,334.00","85,532,885.00","86,601,615.00","84,861,910.00","85,147,381.00","84,362,328.00","76,974,173.00","87,070,575.00","90,972,278.00","92,349,117.00","92,485,178.00","95,091,298.00","94,859,613.00","95,057,152.00","96,043,491.00","96,851,814.00","98,427,972.00","71,783,035.00","70,710,706.00"
"Wells Fargo Minnesota Tx-Fr C","WMTCX","US Fund Muni Minnesota","Municipal Bond","Wells Fargo Funds","2005-04-08","Wendy Casetta;Bruce R. Johns;","Bundled","1.60","1.59","1.60","1.60","2020-06-11","4,065,422.00","2020-06-11","172,534,007.00","No","0.40","1.60","C","No","-1.57","-1.41","-1.26","-1,318,056.35","-5,606,460.71","-6,110,557.95","5,754,492.86","-12,357,908.49","-7,168,907.10","No","0.18","0.11","0.20","0.20","17,987","9,143","12,717","12,717","0.09","2020-10-31","Contractual","500,000,000.00","1,000,000,000.00","3,000,000,000.00","5,000,000,000.00","10,000,000,000.00","","","","","Monetary/Dollars","9,488,046.00","9,525,960.00","9,602,378.00","9,565,023.00","9,571,773.00","9,512,955.00","9,423,406.00","9,504,682.00","8,804,153.00","8,586,258.00","8,427,005.00","8,435,387.00","8,348,449.00","8,010,184.00","7,855,093.00","7,550,971.00","7,468,579.00","7,377,166.00","7,270,730.00","7,194,622.00","7,059,246.00","6,997,035.00","7,041,072.00","7,090,107.00","7,046,200.00","5,643,832.00","5,364,346.00","5,364,363.00","5,405,391.00","5,262,353.00","5,180,709.00","5,139,846.00","5,071,720.00","4,904,530.00","4,927,892.00","4,740,462.00"
"Wells Fargo Moderate Balanced A","WFMAX","US Fund Allocation--30% to 50% Equity","Allocation","Wells Fargo Funds","2004-01-30","Christian L. Chan;Petros N. Bocray;Kandarp R. Acharya;","Bundled","1.15","1.13","1.12","1.12","2020-06-11","31,503,619.00","2020-06-11","128,270,563.00","No","0.30","1.15","A","No","0.42","-0.08","-0.12","-281,631.44","-9,195,224.59","3,568,101.07","-4,445,053.67","-55,083,351.25","-84,566,273.49","No","0.30","0.32","0.31","0.31","108,962","111,970","96,883","96,883","0.25","2020-09-30","Contractual","500,000,000.00","1,000,000,000.00","3,000,000,000.00","5,000,000,000.00","10,000,000,000.00","","","","","Monetary/Dollars","36,397,613.00","37,097,447.00","36,565,112.00","36,418,427.00","36,663,974.00","35,884,137.00","35,241,837.00","35,388,889.00","35,052,020.00","35,190,422.00","35,613,013.00","35,284,972.00","36,319,379.00","35,573,780.00","35,426,017.00","35,009,150.00","31,982,794.00","31,791,951.00","33,135,413.00","34,065,907.00","34,278,711.00","33,290,880.00","33,645,654.00","27,362,808.00","28,791,442.00","30,323,708.00","30,268,970.00","30,855,808.00","29,997,251.00","30,654,971.00","30,607,906.00","30,747,094.00","31,164,010.00","32,097,740.00","32,101,957.00","32,192,987.00"
"Wells Fargo Moderate Balanced Admin","NVMBX","US Fund Allocation--30% to 50% Equity","Allocation","Wells Fargo Funds","1994-11-11","Christian L. Chan;Petros N. Bocray;Kandarp R. Acharya;","Semi-bundled","0.90","0.88","0.87","0.87","2020-06-11","78,326,616.00","2020-06-11","128,270,563.00","Yes","0.30","0.90","Other","No","0.67","0.17","0.13","-4,350,748.07","-50,044,661.35","-97,384,579.61","-4,445,053.67","-55,083,351.25","-84,566,273.49","No","0.30","0.32","0.31","0.31","421,571","350,861","292,359","292,359","0.42","2020-09-30","Contractual","500,000,000.00","1,000,000,000.00","3,000,000,000.00","5,000,000,000.00","10,000,000,000.00","","","","","Monetary/Dollars","138,548,033.00","139,520,439.00","131,541,386.00","132,499,695.00","117,166,427.00","112,442,196.00","113,704,267.00","113,127,696.00","111,298,663.00","111,336,437.00","111,969,926.00","110,067,289.00","111,672,986.00","108,354,272.00","107,427,435.00","108,266,125.00","112,337,179.00","111,909,498.00","113,403,877.00","114,442,886.00","113,245,413.00","107,116,430.00","107,790,969.00","75,564,398.00","78,457,506.00","79,135,425.00","79,206,981.00","80,522,337.00","78,314,051.00","80,655,824.00","80,603,973.00","80,770,276.00","80,638,824.00","80,388,191.00","81,026,090.00","81,598,887.00"
"Wells Fargo Moderate Balanced C","WFBCX","US Fund Allocation--30% to 50% Equity","Allocation","Wells Fargo Funds","2004-01-30","Christian L. Chan;Petros N. Bocray;Kandarp R. Acharya;","Bundled","1.90","1.88","1.87","1.87","2020-06-11","7,855,963.00","2020-06-11","128,270,563.00","No","0.30","1.90","C","No","-0.32","-0.83","-0.88","-976,345.01","-5,314,652.34","-99,489.24","-4,445,053.67","-55,083,351.25","-84,566,273.49","No","0.30","0.32","0.31","0.31","39,248","36,230","30,313","30,313","0.25","2020-09-30","Contractual","500,000,000.00","1,000,000,000.00","3,000,000,000.00","5,000,000,000.00","10,000,000,000.00","","","","","Monetary/Dollars","13,321,008.00","13,228,924.00","12,811,192.00","12,745,580.00","12,181,915.00","11,841,074.00","11,961,828.00","11,844,681.00","11,695,954.00","11,720,589.00","11,594,366.00","11,595,741.00","11,802,637.00","11,025,787.00","10,614,367.00","10,558,454.00","10,288,496.00","10,312,216.00","10,457,399.00","10,745,680.00","10,622,374.00","10,182,542.00","10,407,047.00","10,115,179.00","10,452,662.00","8,759,805.00","8,751,883.00","9,040,214.00","8,509,307.00","8,701,701.00","8,685,596.00","8,626,389.00","8,401,712.00","8,653,304.00","8,518,943.00","8,535,469.00"
